id,section,requirement,normative_force,initial_code,subtheme,theme,generator_consumer_axis,issue_focus,previous_single_subtheme
CDX-0851,9.1.11.1.7 Organization,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0852,9.1.11.1.7 Organization,The name property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0853,9.1.11.1.7 Organization,The address property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0854,9.1.11.1.7 Organization,The url property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0855,9.1.11.1.7 Organization,The contact property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0856,9.1.11.1.8 BOM Reference,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0857,9.1.11.1.8 BOM Reference,Every bom-ref must be unique within the BOM.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0858,9.1.11.1.8 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0859,9.1.11.1.11 BOM Reference,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0860,9.1.11.1.11 BOM Reference,Every bom-ref must be unique within the BOM.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0861,9.1.11.1.11 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0862,9.1.11.1.20 Organizational Contact,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0863,9.1.11.1.20 Organizational Contact,Every bom-ref must be unique within the BOM.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0864,9.1.11.1.20 Organizational Contact,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0865,9.1.11.1.20 Organizational Contact,The name property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-0866,9.1.11.1.20 Organizational Contact,The email property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-0867,9.1.11.1.20 Organizational Contact,The phone property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-0868,9.1.11.1.78 Source,The source property is Optional.,MAY,data_governance_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Data Components and Governance
CDX-0869,9.1.11.1.78 Source,Each item of the source array Must be any of: URL.,REQUIRED,data_governance_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Data Components and Governance
CDX-0870,9.1.11.1.78 Source,Each item of the source array Must be any of: BOM-Link Element.,REQUIRED,data_governance_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Data Components and Governance
CDX-0871,9.1.11.1.81 Destination,The destination property is Optional.,MAY,data_governance_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Data Components and Governance
CDX-0872,9.1.11.1.81 Destination,Each item of the destination array Must be any of: URL.,REQUIRED,data_governance_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Data Components and Governance
CDX-0873,9.1.11.1.81 Destination,Each item of the destination array Must be any of: BOM-Link Element.,REQUIRED,data_governance_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Data Components and Governance
CDX-0874,9.1.12 Service Licence(s),The licenses property is Optional.,MAY,license_copyright_population,Legal and licensing metadata,Component inventory and identity,generator-population,inventory/provenance,Licensing and Copyright
CDX-0875,9.1.13 External References,The externalReferences property is Optional.,MAY,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-0876,9.1.13 External References,Each item of this array must be an External Reference object.,REQUIRED,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-0877,9.1.14 Services,The nested services property is Optional.,MAY,component_nesting,Dependency and assembly semantics,Dependency and downstream-use semantics,generator-population,inventory/provenance,Component Assemblies (Nesting)
CDX-0878,9.1.14 Services,Each item of this array must be a Service object.,REQUIRED,component_nesting,Dependency and assembly semantics,Dependency and downstream-use semantics,generator-population,inventory/provenance,Component Assemblies (Nesting)
CDX-0879,9.1.14.1 Service,All items must be unique.,REQUIRED,component_nesting,Dependency and assembly semantics,Dependency and downstream-use semantics,generator-population,inventory/provenance,Component Assemblies (Nesting)
CDX-0880,9.1.15 Release notes,The releaseNotes property is Optional.,MAY,component_descriptive_metadata,Component identity and metadata,Component inventory and identity,generator-population,inventory/provenance,Descriptive Metadata
CDX-0881,9.1.15 Release notes,The type property is Required.,REQUIRED,component_descriptive_metadata,Component identity and metadata,Component inventory and identity,generator-population,inventory/provenance,Descriptive Metadata
CDX-0882,9.1.15 Release notes,The title property is Optional.,MAY,component_descriptive_metadata,Component identity and metadata,Component inventory and identity,generator-population,inventory/provenance,Descriptive Metadata
CDX-0883,9.1.15.8 Tags,The tags property is Optional.,MAY,component_descriptive_metadata,Component identity and metadata,Component inventory and identity,generator-population,inventory/provenance,Descriptive Metadata
CDX-0884,9.1.15.8 Tags,Each item of this array must be a string.,REQUIRED,component_descriptive_metadata,Component identity and metadata,Component inventory and identity,generator-population,inventory/provenance,Descriptive Metadata
CDX-0885,9.1.15.9 Resolves,The resolves property is Optional.,MAY,component_descriptive_metadata,Component identity and metadata,Component inventory and identity,generator-population,inventory/provenance,Descriptive Metadata
CDX-0886,9.1.15.10 Notes,The notes property is Optional.,MAY,annotation_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Annotations
CDX-0887,9.1.15.10 Notes,Each item of this array must be a Note object.,REQUIRED,annotation_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Annotations
CDX-0888,9.1.15.11 Properties,The properties property is Optional.,MAY,extension_property_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Extensibility via Properties
CDX-0889,9.1.15.11 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,RECOMMENDED,property_taxonomy_normalization,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Property Taxonomies
CDX-0890,9.1.15.11 Properties,Formal registration is optional for properties.,MAY,property_taxonomy_normalization,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Property Taxonomies
CDX-0891,9.1.15.11 Properties,Each item of this array must be a Lightweight name-value pair object.,REQUIRED,extension_property_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Extensibility via Properties
CDX-0892,9.1.18 Signature,All items in the signature array must be unique.,REQUIRED,signature_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Digital Signatures
CDX-0893,10 External References,The externalReferences property is Optional.,MAY,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-0894,10 External References,Each item of this array must be an External Reference object.,REQUIRED,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-0895,10.1 External Reference,The url property is Required.,REQUIRED,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-0896,10.1 External Reference,The comment property is Optional.,MAY,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-0897,10.1 External Reference,The type property is Required.,REQUIRED,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-0898,10.1 External Reference,The hashes property is Optional.,MAY,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-0899,10.1.1 URL,The url property is Required.,REQUIRED,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-0900,10.1.1 URL,The url property Must be any of: URL.,REQUIRED,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-0901,10.1.4 Comment,The comment property is Optional.,MAY,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-0902,10.1.5 Type,The type property is Required.,REQUIRED,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-0903,10.1.6 Hashes,The hashes property is Optional.,MAY,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0904,10.1.6 Hashes,Each item of this array must be a Hash object.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0905,10.1.6.1 Hash,The alg property for the hash object is Required.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0906,10.1.6.1 Hash,The alg property must define the algorithm that generated the hash value.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0907,10.1.6.1 Hash,The content property for the hash object is Required.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0908,10.1.6.1 Hash,The content property must define the value of the hash.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0909,10.1.6.1.1 Hash Algorithm,The alg property is Required.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0910,10.1.6.1.1 Hash Algorithm,The alg value Must be one of: MD5.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0911,10.1.6.1.1 Hash Algorithm,The alg value Must be one of: SHA-1.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0912,10.1.6.1.1 Hash Algorithm,The alg value Must be one of: SHA-256.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0913,10.1.6.1.1 Hash Algorithm,The alg value Must be one of: SHA-384.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0914,10.1.6.1.1 Hash Algorithm,The alg value Must be one of: SHA-512.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0915,10.1.6.1.1 Hash Algorithm,The alg value Must be one of: SHA3-256.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0916,10.1.6.1.1 Hash Algorithm,The alg value Must be one of: SHA3-384.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0917,10.1.6.1.1 Hash Algorithm,The alg value Must be one of: SHA3-512.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0918,10.1.6.1.1 Hash Algorithm,The alg value Must be one of: BLAKE2b-256.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0919,10.1.6.1.1 Hash Algorithm,The alg value Must be one of: BLAKE2b-384.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0920,10.1.6.1.1 Hash Algorithm,The alg value Must be one of: BLAKE2b-512.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0921,10.1.6.1.1 Hash Algorithm,The alg value Must be one of: BLAKE3.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0922,10.1.6.1.2 Hash Value,The content property is Required.,REQUIRED,hash_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Cryptographic Hashes
CDX-0923,11 Dependencies,The dependencies property is Optional.,MAY,dependency_graph_population,Dependency and assembly semantics,Dependency and downstream-use semantics,downstream-use,dependencies,Dependency Graph Representation
CDX-0924,11 Dependencies,Each item of the dependencies array must be a Dependency object.,REQUIRED,dependency_graph_population,Dependency and assembly semantics,Dependency and downstream-use semantics,downstream-use,dependencies,Dependency Graph Representation
CDX-0925,11.1 Dependency,Components or services that do not have their own dependencies must be declared as empty elements within the graph.,REQUIRED,dependency_graph_population,Dependency and assembly semantics,Dependency and downstream-use semantics,downstream-use,dependencies,Dependency Graph Representation
CDX-0926,11.1 Dependency,It is recommended that implementations assume opaque dependency components or services to not be an indicator of an object being dependency-free.,RECOMMENDED,dependency_graph_population,Dependency and assembly semantics,Dependency and downstream-use semantics,downstream-use,dependencies,Dependency Graph Representation
CDX-0927,11.1 Dependency,It is recommended to leverage compositions to indicate unknown dependency graphs.,RECOMMENDED,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0928,11.1 Dependency,The ref property is Required.,REQUIRED,dependency_graph_population,Dependency and assembly semantics,Dependency and downstream-use semantics,downstream-use,dependencies,Dependency Graph Representation
CDX-0929,11.1 Dependency,The dependsOn property is Optional.,MAY,dependency_graph_population,Dependency and assembly semantics,Dependency and downstream-use semantics,downstream-use,dependencies,Dependency Graph Representation
CDX-0930,11.1 Dependency,The provides property is Optional.,MAY,dependency_graph_population,Dependency and assembly semantics,Dependency and downstream-use semantics,downstream-use,dependencies,Dependency Graph Representation
CDX-0931,11.1.1 Reference,The ref property is Required.,REQUIRED,dependency_graph_population,Dependency and assembly semantics,Dependency and downstream-use semantics,downstream-use,dependencies,Dependency Graph Representation
CDX-0932,11.1.2 Depends On,The dependsOn property is Optional.,MAY,dependency_graph_population,Dependency and assembly semantics,Dependency and downstream-use semantics,downstream-use,dependencies,Dependency Graph Representation
CDX-0933,11.1.2 Depends On,Each item of the dependsOn array must be a string.,REQUIRED,dependency_graph_population,Dependency and assembly semantics,Dependency and downstream-use semantics,downstream-use,dependencies,Dependency Graph Representation
CDX-0934,11.1.2 Depends On,All items in the dependsOn array must be unique.,REQUIRED,dependency_graph_population,Dependency and assembly semantics,Dependency and downstream-use semantics,downstream-use,dependencies,Dependency Graph Representation
CDX-0935,11.1.3 Provides,The provides property is Optional.,MAY,dependency_graph_population,Dependency and assembly semantics,Dependency and downstream-use semantics,downstream-use,dependencies,Dependency Graph Representation
CDX-0936,11.1.3 Provides,Each item of the provides array must be a string.,REQUIRED,dependency_graph_population,Dependency and assembly semantics,Dependency and downstream-use semantics,downstream-use,dependencies,Dependency Graph Representation
CDX-0937,11.1.3 Provides,All items in the provides array must be unique.,REQUIRED,dependency_graph_population,Dependency and assembly semantics,Dependency and downstream-use semantics,downstream-use,dependencies,Dependency Graph Representation
CDX-0938,12 Compositions,The compositions property is Optional.,MAY,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0939,12 Compositions,Each item of the compositions array must be a Compositions object.,REQUIRED,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0940,12.1 Compositions,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0941,12.1 Compositions,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0942,12.1 Compositions,The aggregate property is Required.,REQUIRED,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0943,12.1 Compositions,The assemblies property is Optional.,MAY,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0944,12.1 Compositions,The dependencies property is Optional.,MAY,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0945,12.1 Compositions,The vulnerabilities property is Optional.,MAY,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0946,12.1 Compositions,The signature property is Optional.,MAY,signature_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Digital Signatures
CDX-0947,12.1.3 BOM references,The assemblies property is Optional.,MAY,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0948,12.1.3 BOM references,Each item in the assemblies array Must be any of: Ref or BOM-Link Element.,REQUIRED,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0949,12.1.3 BOM references,All items in the assemblies array must be unique.,REQUIRED,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0950,12.1.4 BOM references,The dependencies property is Optional.,MAY,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0951,12.1.4 BOM references,Each item of the dependencies array must be a string.,REQUIRED,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0952,12.1.4 BOM references,All items in the dependencies array must be unique.,REQUIRED,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0953,12.1.5 BOM references,The vulnerabilities property is Optional.,MAY,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0954,12.1.5 BOM references,Each item of the vulnerabilities array must be a string.,REQUIRED,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0955,12.1.5 BOM references,All items in the vulnerabilities array must be unique.,REQUIRED,completeness_assertion,Completeness and evidence claims,Completeness and evidence,downstream-use,dependencies; completeness/evidence,Composition and Completeness
CDX-0956,12.1.6 Signature,The signature property is Optional.,MAY,signature_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Digital Signatures
CDX-0957,13 Vulnerabilities,The vulnerabilities property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0958,13 Vulnerabilities,Each item of the vulnerabilities array must be a Vulnerability object.,REQUIRED,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0959,13.1 Vulnerability,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0960,13.1 Vulnerability,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0961,13.1 Vulnerability,The id property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0962,13.1 Vulnerability,The source property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0963,13.1 Vulnerability,The references property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0964,13.1 Vulnerability,The ratings property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0965,13.1 Vulnerability,The cwes property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0966,13.1 Vulnerability,The description property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0967,13.1 Vulnerability,The detail property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0968,13.1 Vulnerability,The recommendation property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0969,13.1 Vulnerability,The workaround property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0970,13.1 Vulnerability,The proofOfConcept property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0971,13.1 Vulnerability,The advisories property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0972,13.1 Vulnerability,The created property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0973,13.1 Vulnerability,The published property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0974,13.1 Vulnerability,The updated property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0975,13.1 Vulnerability,The rejected property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0976,13.1 Vulnerability,The credits property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0977,13.1 Vulnerability,The tools property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0978,13.1 Vulnerability,The analysis property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0979,13.1 Vulnerability,The affects property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0980,13.1 Vulnerability,The properties property is Optional.,MAY,extension_property_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Extensibility via Properties
CDX-0981,13.1 Vulnerability,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,RECOMMENDED,property_taxonomy_normalization,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Property Taxonomies
CDX-0982,13.1 Vulnerability,Formal registration is optional.,MAY,property_taxonomy_normalization,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Property Taxonomies
CDX-0983,13.1.1 BOM Reference,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0984,13.1.1 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0985,13.1.2 ID,The id property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0986,13.1.3 Source,The source property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0987,13.1.3 Source,The url property for the source object is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0988,13.1.3 Source,The name property for the source object is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0989,13.1.3.1 URL,The url property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0990,13.1.3.2 Name,The name property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0991,13.1.4 References,The references property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0992,13.1.4.1.1 ID,The id property is Required.,REQUIRED,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0993,13.1.4.1.2 Source,The source property is Required.,REQUIRED,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0994,13.1.4.1.2 Source,The url property for the source object is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
